deficit_bucket,time_bucket,venue,n_games,n_wins,n_observations,trailing_team_win_pct,ci_lower,ci_upper,adequate_sample
3,5,away,33,9,33,0.2727272727272727,0.15067272656322814,0.44217883254386814,True
3,6,away,36,11,38,0.3055555555555556,0.18004270282805354,0.46856578679083716,True
3,7,away,30,11,33,0.36666666666666664,0.2187370220401768,0.5448675356639505,True
3,8,away,40,8,40,0.2,0.10499864973166874,0.34757607381856676,True
3,9,away,41,11,43,0.2682926829268293,0.15694805281336685,0.41933825276002934,True
3,10,away,44,12,48,0.2727272727272727,0.16346223395491324,0.41849154685509304,True
3,11,away,37,8,39,0.21621621621621623,0.11386376851955585,0.37195461273876906,True
3,12,away,48,14,49,0.2916666666666667,0.1824141606186338,0.43179527736167544,True
3,13,away,54,11,57,0.2037037037037037,0.1177393408658538,0.32902561722659174,True
3,14,away,45,16,48,0.35555555555555557,0.23218891356904048,0.5016445398804781,True
3,15,away,43,10,45,0.23255813953488372,0.1315353846924483,0.37744808299439414,True
3,16,away,59,17,64,0.288135593220339,0.1883634728582083,0.4138108829825087,True
3,17,away,56,14,59,0.25,0.15516915222973843,0.37692892001431927,True
3,18,away,63,23,67,0.36507936507936506,0.25715218473434465,0.4885151840898606,True
3,19,away,39,12,43,0.3076923076923077,0.1856575344598306,0.464215486155646,True
3,20,away,56,17,59,0.30357142857142855,0.19900164620775923,0.43336112484114314,True
3,21,away,53,12,57,0.22641509433962265,0.13454499977265527,0.35526528002242436,True
3,22,away,47,17,48,0.3617021276595745,0.2396602228576844,0.5046436542822955,True
3,23,away,50,17,55,0.34,0.2243676963506106,0.47846431458517147,True
3,24,away,52,15,55,0.28846153846153844,0.1832980234182869,0.4227304571410092,True
3,25,away,65,18,68,0.27692307692307694,0.18293439815390553,0.3958086874222576,True
3,26,away,69,20,73,0.2898550724637681,0.19615912140759173,0.40571672975438167,True
3,27,away,55,12,57,0.21818181818181817,0.12945897827653213,0.3437028664047817,True
3,28,away,67,17,68,0.2537313432835821,0.16487779577697392,0.36929421614822255,True
3,29,away,49,10,53,0.20408163265306123,0.11481727042813811,0.33637270110943834,True
3,30,away,82,26,85,0.3170731707317073,0.22647919829889346,0.4240398973377209,True
3,31,away,73,26,81,0.3561643835616438,0.25604337400707256,0.470667157788205,True
3,32,away,65,18,67,0.27692307692307694,0.18293439815390553,0.3958086874222576,True
3,33,away,83,20,88,0.24096385542168675,0.1617462229721785,0.34309938097800213,True
3,34,away,90,29,95,0.32222222222222224,0.23466628727198596,0.42433355927794497,True
3,35,away,96,17,102,0.17708333333333334,0.11360414067940665,0.26541222123787034,True
